OBJECTID,unitid,unitloc,unitshift,unittype,unitsquad,unitradio,unitduties,level_id,staffrank,staffname,staffphone,staffemail,staffstatus,staffpay,staffduty,staffskills,staffagency,apparatus,eventid,uniqueid,poststatus,CreationDate,Creator,EditDate,Editor,start_time,end_time,start_time_txt,end_time_txt,elevation,Z,X,Y,POINT_X,POINT_Y,POINT_Z,feature_order
117,gh-78,Carrall St,,Command Post,,,,,,Kurt Curtis,088569548,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,gh-78 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:27,gvanmaren_3dgis,29/04/2026 08:30,gvanmaren_3dgis,11/06/2026 17:10,11/06/2026 17:11,11/06/2026 17:10,11/06/2026 17:11,4.829718113,4.829718113,-13704149.54,6321987.082,-13704149.54,6321987.082,0,117
118,gvm-10,,,Traffic Control,,,,,Cpl.,Gert Van Maren,0765555510,gvanmaren@esri.com,,,,Paraglider pilot,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,gvm-10 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:19,gvanmaren_3dgis,29/04/2026 08:19,gvanmaren_3dgis,11/06/2026 17:11,11/06/2026 17:12,11/06/2026 17:11,11/06/2026 17:12,4.069633484,4.069633484,-13704424.8,6321935.066,-13704424.8,6321935.066,0,118
119,ns-10,,,Traffic Control,,,,,Cpl.,Dude,079333222,,,,,Motor rider,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,ns-10 FIFA World Cup 2026™ - overflow even... 2026-6-11,Off post,29/04/2026 08:20,gvanmaren_3dgis,29/04/2026 08:21,gvanmaren_3dgis,11/06/2026 17:11,11/06/2026 17:12,11/06/2026 17:11,11/06/2026 17:12,4.461204052,4.461204052,-13704463.9,6321910.742,-13704463.9,6321910.742,0,119
120,ww-12,,,Foot Patrol,,,,,Sgt.,,0269998888,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,ww-12 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:22,gvanmaren_3dgis,29/04/2026 08:22,gvanmaren_3dgis,11/06/2026 17:11,11/06/2026 17:12,11/06/2026 17:11,11/06/2026 17:12,4.135970116,4.135970116,-13704421.03,6321914.65,-13704421.03,6321914.65,0,120
121,okm-98,,,Foot Patrol,,,,,Lt.,,,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,okm-98 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:23,gvanmaren_3dgis,29/04/2026 08:23,gvanmaren_3dgis,11/06/2026 17:11,11/06/2026 17:12,11/06/2026 17:11,11/06/2026 17:12,4.928792953,4.928793111,-13704317.94,6321856.105,-13704317.94,6321856.105,0,121
122,evm-99,,,Foot Patrol,,,,,Off.,Sascha Gabor,022563214,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,evm-99 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:24,gvanmaren_3dgis,29/04/2026 08:29,gvanmaren_3dgis,11/06/2026 17:11,11/06/2026 17:12,11/06/2026 17:11,11/06/2026 17:12,4.191029072,4.191029178,-13704278.77,6321903.316,-13704278.77,6321903.316,0,122
123,rr-56,,,Foot Patrol,,,,,Cpl.,,,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,rr-56 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:24,gvanmaren_3dgis,29/04/2026 08:24,gvanmaren_3dgis,11/06/2026 17:11,11/06/2026 17:12,11/06/2026 17:11,11/06/2026 17:12,4.063602448,4.063602448,-13704201.25,6321842.45,-13704201.25,6321842.45,0,123
124,emt-34,,,Paramedic,Medics,,,,Off.,Henry Collins,045666333,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,emt-34 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:25,gvanmaren_3dgis,29/04/2026 08:28,gvanmaren_3dgis,11/06/2026 17:11,11/06/2026 17:12,11/06/2026 17:11,11/06/2026 17:12,4.323612213,4.323612213,-13704522.48,6321856.06,-13704522.48,6321856.06,0,124
125,was-78,,,Paramedic,,,,,Maj.,,,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,was-78 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:26,gvanmaren_3dgis,29/04/2026 08:26,gvanmaren_3dgis,11/06/2026 17:11,11/06/2026 17:12,11/06/2026 17:11,11/06/2026 17:12,4.554600239,4.554600239,-13704420.56,6321926.735,-13704420.56,6321926.735,0,125
126,gh-78,Carrall St,,Command Post,,,,,,Kurt Curtis,088569548,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,gh-78 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:27,gvanmaren_3dgis,29/04/2026 08:30,gvanmaren_3dgis,11/06/2026 17:11,11/06/2026 17:12,11/06/2026 17:11,11/06/2026 17:12,4.829718113,4.829718113,-13704149.54,6321987.082,-13704149.54,6321987.082,0,126
127,gvm-10,,,Traffic Control,,,,,Cpl.,Gert Van Maren,0765555510,gvanmaren@esri.com,,,,Paraglider pilot,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,gvm-10 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:19,gvanmaren_3dgis,29/04/2026 08:19,gvanmaren_3dgis,11/06/2026 17:12,11/06/2026 17:13,11/06/2026 17:12,11/06/2026 17:13,4.069633484,4.069633484,-13704517.7,6321864.722,-13704517.7,6321864.722,0,127
128,ns-10,,,Traffic Control,,,,,Cpl.,Dude,079333222,,,,,Motor rider,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,ns-10 FIFA World Cup 2026™ - overflow even... 2026-6-11,Off post,29/04/2026 08:20,gvanmaren_3dgis,29/04/2026 08:21,gvanmaren_3dgis,11/06/2026 17:12,11/06/2026 17:13,11/06/2026 17:12,11/06/2026 17:13,4.461204052,4.461204052,-13704463.9,6321910.742,-13704463.9,6321910.742,0,128
129,ww-12,,,Foot Patrol,,,,,Sgt.,,0269998888,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,ww-12 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:22,gvanmaren_3dgis,29/04/2026 08:22,gvanmaren_3dgis,11/06/2026 17:12,11/06/2026 17:13,11/06/2026 17:12,11/06/2026 17:13,4.135970116,4.135970116,-13704511.36,6321852.056,-13704511.36,6321852.056,0,129
130,okm-98,,,Foot Patrol,,,,,Lt.,,,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,okm-98 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:23,gvanmaren_3dgis,29/04/2026 08:23,gvanmaren_3dgis,11/06/2026 17:12,11/06/2026 17:13,11/06/2026 17:12,11/06/2026 17:13,4.928792953,4.928793111,-13704356.27,6321861.055,-13704356.27,6321861.055,0,130
131,evm-99,,,Foot Patrol,,,,,Off.,Sascha Gabor,022563214,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,evm-99 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:24,gvanmaren_3dgis,29/04/2026 08:29,gvanmaren_3dgis,11/06/2026 17:12,11/06/2026 17:13,11/06/2026 17:12,11/06/2026 17:13,4.191029072,4.191029178,-13704278.77,6321903.316,-13704278.77,6321903.316,0,131
132,rr-56,,,Foot Patrol,,,,,Cpl.,,,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,rr-56 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:24,gvanmaren_3dgis,29/04/2026 08:24,gvanmaren_3dgis,11/06/2026 17:12,11/06/2026 17:13,11/06/2026 17:12,11/06/2026 17:13,4.063602448,4.063602448,-13704201.25,6321842.45,-13704201.25,6321842.45,0,132
133,emt-34,,,Paramedic,Medics,,,,Off.,Henry Collins,045666333,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,emt-34 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:25,gvanmaren_3dgis,29/04/2026 08:28,gvanmaren_3dgis,11/06/2026 17:12,11/06/2026 17:13,11/06/2026 17:12,11/06/2026 17:13,4.323612213,4.323612213,-13704522.48,6321856.06,-13704522.48,6321856.06,0,133
134,was-78,,,Paramedic,,,,,Maj.,,,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,was-78 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:26,gvanmaren_3dgis,29/04/2026 08:26,gvanmaren_3dgis,11/06/2026 17:12,11/06/2026 17:13,11/06/2026 17:12,11/06/2026 17:13,4.554600239,4.554600239,-13704507.87,6321858.907,-13704507.87,6321858.907,0,134
135,gh-78,Carrall St,,Command Post,,,,,,Kurt Curtis,088569548,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,gh-78 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:27,gvanmaren_3dgis,29/04/2026 08:30,gvanmaren_3dgis,11/06/2026 17:12,11/06/2026 17:13,11/06/2026 17:12,11/06/2026 17:13,4.829718113,4.829718113,-13704149.54,6321987.082,-13704149.54,6321987.082,0,135
